Profile,Depth/ms,Heave/m,Throw/ms,Depth/m
12,3014.23,47.8678,33.7058,2643.108457
12,3034.41,35.6775,29.1281,2665.306861
12,3049.39,44.1309,32.2555,2682.048509
12,3059.69,49.0164,32.4057,2693.689981
12,3072.43,63.8137,33.3675,2708.236003
12,3090.02,61.2242,32.3687,2728.586314
12,3099.61,63.8137,31.4069,2739.811553
12,3108.49,71.2124,33.8484,2750.287733
12,3128.7,66.2183,33.8484,2774.424435
12,3140.82,66.2183,35.3282,2789.09521
12,3149.18,68.6229,36.29,2799.300262
12,3159.58,53.4076,37.8455,2812.093094
12,3170.87,52.7329,35.7615,2826.103137
12,3180.12,71.2124,36.7709,2837.676691
12,3188.54,71.0275,37.7697,2848.286144
12,3198.34,68.6229,36.8079,2860.723716
12,3207.56,76.0216,37.8067,2872.512869
12,3218.44,68.6229,35.846,2886.533925
12,3226.44,73.7557,36.2067,2896.919045
12,3237.42,56.5806,34.9031,2911.276822
12,3246.05,70.75,35.0045,2922.646286
12,3272.34,76.7615,36.8079,2957.740676
12,3282.86,73.7557,32.5074,2971.977392
12,3298.32,38.0209,23.2041,2993.100235
12,3311.64,48.1769,24.045,3011.490893
12,3320.27,43.8945,27.2082,3023.500875
12,3333.81,44.1633,24.5795,3042.493975
12,3347.54,49.1251,22.0968,3061.940804
12,3369.84,39.768,16.5543,3093.927701
12,3389.84,16.1196,7.68953,3123.038501
12,3410.48,12.2074,1.37466,3153.500251
12,3429.52,11.8184,1.57945,3181.978379
12,3446.53,15.9717,2.59339,3207.726841
13,2707.65,11.2546,17.4028,2355.953366
13,2716.3,17.563,18.0585,2362.766755
13,2725.16,29.4098,15.722,2369.823125
13,2735.56,15.87,16.9166,2378.206149
13,2742.32,21.745,18.8488,2383.713115
13,2759.57,17.7318,17.8608,2397.972741
13,2767.85,21.2653,18.4078,2404.923056
13,2776.22,17.1345,14.9863,2412.018598
13,2785.98,17.3417,12.4816,2420.380966
13,2791.82,29.4098,13.2434,2425.43023
13,2806.19,19.4041,20.3335,2437.999741
13,2815.98,21.8923,21.3592,2446.681366
13,2825.39,29.4098,20.605,2455.116349
13,2836.67,29.4098,20.605,2465.344263
13,2846.42,22.7954,24.2275,2474.287402
13,2860.15,23.7081,25.7254,2487.042366
13,2871.92,23.6727,25.2846,2498.126587
13,2884.5,22.6827,25.6966,2510.126775
13,2894.35,25.6416,31.5573,2519.633256
13,2913.5,27.4988,28.5147,2538.393075
13,2927.29,27.9141,30.0699,2552.129225
13,2939.61,39.2714,29.908,2564.561953
13,2960.8,56.9699,34.1518,2586.30088
13,2991.16,37.7827,30.6638,2618.229885
13,3003.52,39.2127,30.6207,2631.492659
13,3018.36,33.6761,33.6221,2647.618397
13,3032.96,27.1231,34.6877,2663.698253
13,3056.13,46.0773,31.749,2689.654329
13,3068.18,35.7111,27.7826,2703.365482
13,3081.53,47.7155,33.8048,2718.725391
13,3095.79,55.8505,37.329,2735.329165
13,3105.7,52.6973,36.644,2746.987735
13,3115.2,48.5079,35.7256,2758.25616
13,3134.35,63.8137,37.7697,2781.245256
13,3144.43,52.5016,38.3124,2793.493363
13,3152.17,62.8889,37.2888,2802.967123
