Depth/ms,Heave/m,Throw/ms
2718.63,7.13895,3.32061
2727.12,8.55147,4.45795
2738.47,11.4686,6.48632
2748.33,9.03709,4.88055
2767.98,5.82708,1.2875
2778.16,6.4958,0.859465
2787.14,8.99213,1.69408
2796.97,11.2168,7.19069
2807.57,12.0384,6.80539
2822.26,21.6042,3.16659
2832.77,6.98723,3.90202
2847.55,11.6141,4.95653
2854.69,19.6805,6.30358
2865.47,15.5779,6.52026
2876.12,15.6063,7.15487
2896.65,6.55203,0.900808
2904.85,10.4737,4.1879
