Depth/ms,Heave/m,Throw/ms
2727.53,4.0553,2.12839
2737.8,6.55662,3.57111
2747.63,5.44438,3.35613
2765.04,4.35101,1.05666
2775.05,6.34213,0.682557
2795.28,9.67743,4.49807
2806.82,6.21199,3.86713
2821.23,6.30827,1.32252
2832.56,4.26337,1.02304
2846.33,6.87413,0.694839
2867.71,5.83509,1.0553
