,Dataset,Error,Per Fault Error,Total Length Error
25,F9.csv 12,"(4.545454545454546, 1.6666666666666667)",4.545454545454546,1.6666666666666667
26,F9.csv 13,"(11.11111111111111, 2.9411764705882355)",11.11111111111111,2.9411764705882355
27,F9.csv 14,"(7.6923076923076925, 2.2222222222222223)",7.6923076923076925,2.2222222222222223
28,F9.csv 15,"(12.5, 3.5714285714285716)",12.5,3.5714285714285716
29,F9.csv 16,"(5.555555555555555, 1.4285714285714286)",5.555555555555555,1.4285714285714286
30,F9.csv 17,"(14.285714285714286, 2.7027027027027026)",14.285714285714286,2.7027027027027026
31,F9.csv 18,"(6.666666666666667, 1.5151515151515151)",6.666666666666667,1.5151515151515151
32,F9.csv 19,"(12.5, 2.4390243902439024)",12.5,2.4390243902439024
33,F9.csv 20,"(6.666666666666667, 1.6666666666666667)",6.666666666666667,1.6666666666666667
34,F9.csv 21,"(9.090909090909092, 1.8518518518518519)",9.090909090909092,1.8518518518518519
35,F9.csv 22,"(5.0, 1.3333333333333333)",5.0,1.3333333333333333
36,F9.csv 23,"(11.11111111111111, 2.380952380952381)",11.11111111111111,2.380952380952381
37,F9.csv 24,"(25.0, 4.166666666666667)",25.0,4.166666666666667
38,F9.csv 25,"(4.761904761904762, 4.761904761904762)",4.761904761904762,4.761904761904762
39,Keystone all.csv 1,"(11.11111111111111, 11.11111111111111)",11.11111111111111,11.11111111111111
40,Keystone all.csv 2,"(11.11111111111111, 11.11111111111111)",11.11111111111111,11.11111111111111
41,Keystone all.csv 3,"(33.333333333333336, 33.333333333333336)",33.333333333333336,33.333333333333336
42,Keystone all.csv 4,"(33.333333333333336, 33.333333333333336)",33.333333333333336,33.333333333333336
43,Keystone all.csv 5,"(33.333333333333336, 33.333333333333336)",33.333333333333336,33.333333333333336
44,Keystone all.csv 6,"(33.333333333333336, 10.0)",33.333333333333336,10.0
45,Keystone all.csv 7,"(33.333333333333336, 33.333333333333336)",33.333333333333336,33.333333333333336
46,Keystone all.csv 8,"(11.11111111111111, 11.11111111111111)",11.11111111111111,11.11111111111111
47,Keystone all.csv 9,"(11.11111111111111, 11.11111111111111)",11.11111111111111,11.11111111111111
48,Keystone all.csv 10,"(11.11111111111111, 11.11111111111111)",11.11111111111111,11.11111111111111
49,KeystoneF6.csv 1,"(25.0, 4.761904761904762)",25.0,4.761904761904762
50,KeystoneF6.csv 2,"(6.666666666666667, 2.1739130434782608)",6.666666666666667,2.1739130434782608
51,KeystoneF6.csv 3,"(8.333333333333334, 2.5)",8.333333333333334,2.5
52,KeystoneF6.csv 4,"(20.0, 5.882352941176471)",20.0,5.882352941176471
53,KeystoneF6.csv 5,"(12.5, 2.6315789473684212)",12.5,2.6315789473684212
54,KeystoneF6.csv 6,"(6.25, 1.3333333333333333)",6.25,1.3333333333333333
55,KeystoneF6.csv 7,"(11.11111111111111, 2.7777777777777777)",11.11111111111111,2.7777777777777777
56,KeystoneF6.csv 8,"(6.666666666666667, 1.3888888888888888)",6.666666666666667,1.3888888888888888
57,KeystoneF6.csv 9,"(7.142857142857143, 2.0408163265306123)",7.142857142857143,2.0408163265306123
58,KeystoneF6.csv 10,"(8.333333333333334, 2.0833333333333335)",8.333333333333334,2.0833333333333335
59,KeystoneF6.csv 11,"(14.285714285714286, 2.380952380952381)",14.285714285714286,2.380952380952381
60,KeystoneF6.csv 12,"(20.0, 5.555555555555555)",20.0,5.555555555555555
61,KeystoneF6.csv 13,"(20.0, 5.882352941176471)",20.0,5.882352941176471
62,KeystoneF6.csv 14,"(10.0, 2.7027027027027026)",10.0,2.7027027027027026
63,KeystoneF6.csv 15,"(12.5, 4.0)",12.5,4.0
64,KeystoneF6.csv 16,"(9.090909090909092, 1.7857142857142858)",9.090909090909092,1.7857142857142858
65,KeystoneF6.csv 17,"(11.11111111111111, 2.2222222222222223)",11.11111111111111,2.2222222222222223
66,KeystoneF6.csv 18,"(20.0, 6.25)",20.0,6.25
67,KeystoneF6.csv 19,"(4.545454545454546, 1.5151515151515151)",4.545454545454546,1.5151515151515151
68,KeystoneF6.csv 20,"(5.0, 1.2820512820512822)",5.0,1.2820512820512822
69,KeystoneF6.csv 21,"(16.666666666666668, 5.0)",16.666666666666668,5.0
70,KeystoneF6.csv 22,"(5.882352941176471, 1.9230769230769231)",5.882352941176471,1.9230769230769231
71,KeystoneF6.csv 23,"(4.0, 1.492537313432836)",4.0,1.492537313432836
72,KeystoneF6.csv 24,"(12.5, 3.4482758620689653)",12.5,3.4482758620689653
73,KeystoneF6.csv 25,"(10.0, 3.125)",10.0,3.125
74,KeystoneF6.csv 26,"(14.285714285714286, 2.7027027027027026)",14.285714285714286,2.7027027027027026
75,KeystoneF6.csv 27,"(14.285714285714286, 3.0303030303030303)",14.285714285714286,3.0303030303030303
76,KeystoneF6.csv 28,"(14.285714285714286, 9.090909090909092)",14.285714285714286,9.090909090909092
77,L2 H4-1.csv,"(4.0, 1.5625)",4.0,1.5625
78,Linked Key&Poly Central.csv 1,"(14.285714285714286, 6.25)",14.285714285714286,6.25
79,Linked Key&Poly Central.csv 2,"(6.666666666666667, 6.666666666666667)",6.666666666666667,6.666666666666667
80,Linked Key&Poly Central.csv 3,"(25.0, 10.0)",25.0,10.0
81,Linked Key&Poly Central.csv 4,"(16.666666666666668, 7.6923076923076925)",16.666666666666668,7.6923076923076925
82,Linked Key&Poly Central.csv 5,"(14.285714285714286, 6.25)",14.285714285714286,6.25
83,Linked Key&Poly Central.csv 6,"(20.0, 6.666666666666667)",20.0,6.666666666666667
84,Linked Key&Poly Central.csv 7,"(14.285714285714286, 6.25)",14.285714285714286,6.25
85,Linked Key&Poly Central.csv 8,"(25.0, 10.0)",25.0,10.0
86,Linked Key&Poly Central.csv 9,"(6.666666666666667, 6.666666666666667)",6.666666666666667,6.666666666666667
87,Linked Key&Poly Central.csv 10,"(16.666666666666668, 6.25)",16.666666666666668,6.25
88,Linked Key&Poly Central.csv 11,"(14.285714285714286, 6.25)",14.285714285714286,6.25
89,Linked Key&Poly Central.csv 12,"(6.666666666666667, 6.666666666666667)",6.666666666666667,6.666666666666667
90,Linked Key&Poly Central.csv 13,"(12.5, 7.142857142857143)",12.5,7.142857142857143
91,Linked Key&Poly Central.csv 14,"(25.0, 7.6923076923076925)",25.0,7.6923076923076925
92,Linked Key&Poly Central.csv 15,"(16.666666666666668, 6.666666666666667)",16.666666666666668,6.666666666666667
93,Linked Key&Poly Central.csv 16,"(16.666666666666668, 7.142857142857143)",16.666666666666668,7.142857142857143
94,Linked Key&Poly Central.csv 17,"(20.0, 6.666666666666667)",20.0,6.666666666666667
95,Linked Key&Poly Central.csv 18,"(6.666666666666667, 6.666666666666667)",6.666666666666667,6.666666666666667
96,Linked Key&Poly Central.csv 19,"(6.666666666666667, 6.666666666666667)",6.666666666666667,6.666666666666667
97,Linked Key&Poly Central.csv 20,"(16.666666666666668, 6.25)",16.666666666666668,6.25
98,Linked Key&Poly Central.csv 21,"(33.333333333333336, 16.666666666666668)",33.333333333333336,16.666666666666668
99,Linked Key&Poly Central.csv 22,"(20.0, 10.0)",20.0,10.0
100,Linked Key&Poly Central.csv 23,"(16.666666666666668, 7.142857142857143)",16.666666666666668,7.142857142857143
101,Linked Key&Poly Central.csv 24,"(33.333333333333336, 33.333333333333336)",33.333333333333336,33.333333333333336
102,Linked Key&Poly Central.csv 25,"(20.0, 7.142857142857143)",20.0,7.142857142857143
103,Linked Key&Poly North.csv 1,"(6.666666666666667, 6.666666666666667)",6.666666666666667,6.666666666666667
104,Linked Key&Poly North.csv 2,"(7.142857142857143, 7.142857142857143)",7.142857142857143,7.142857142857143
105,Linked Key&Poly North.csv 3,"(14.285714285714286, 6.25)",14.285714285714286,6.25
106,Linked Key&Poly North.csv 4,"(16.666666666666668, 6.25)",16.666666666666668,6.25
107,Linked Key&Poly North.csv 5,"(11.11111111111111, 7.142857142857143)",11.11111111111111,7.142857142857143
108,Linked Key&Poly North.csv 6,"(20.0, 9.090909090909092)",20.0,9.090909090909092
109,Linked Key&Poly North.csv 7,"(7.142857142857143, 7.142857142857143)",7.142857142857143,7.142857142857143
110,Linked Key&Poly North.csv 8,"(20.0, 8.333333333333334)",20.0,8.333333333333334
111,Linked Key&Poly North.csv 9,"(20.0, 7.6923076923076925)",20.0,7.6923076923076925
112,Linked Key&Poly North.csv 10,"(16.666666666666668, 7.6923076923076925)",16.666666666666668,7.6923076923076925
113,Linked Key&Poly South.csv 1,"(16.666666666666668, 6.25)",16.666666666666668,6.25
114,Linked Key&Poly South.csv 2,"(25.0, 11.11111111111111)",25.0,11.11111111111111
115,Linked Key&Poly South.csv 3,"(14.285714285714286, 11.11111111111111)",14.285714285714286,11.11111111111111
116,Linked Key&Poly South.csv 4,"(12.5, 6.25)",12.5,6.25
117,Linked Key&Poly South.csv 5,"(16.666666666666668, 7.142857142857143)",16.666666666666668,7.142857142857143
118,Linked Key&Poly South.csv 6,"(25.0, 10.0)",25.0,10.0
119,Linked Key&Poly South.csv 7,"(6.666666666666667, 6.666666666666667)",6.666666666666667,6.666666666666667
120,Linked Key&Poly South.csv 8,"(33.333333333333336, 10.0)",33.333333333333336,10.0
121,Linked Key&Poly South.csv 9,"(6.666666666666667, 6.666666666666667)",6.666666666666667,6.666666666666667
122,Linked Key&Poly South.csv 10,"(6.666666666666667, 6.666666666666667)",6.666666666666667,6.666666666666667
123,Linked Key&Poly South.csv 11,"(6.666666666666667, 6.666666666666667)",6.666666666666667,6.666666666666667
124,Linked Key&Poly South.csv 12,"(12.5, 6.25)",12.5,6.25
125,Linked Key&Poly South.csv 13,"(25.0, 6.25)",25.0,6.25
126,Linked Key&Poly South.csv 14,"(25.0, 10.0)",25.0,10.0
127,Linked Key&Poly South.csv 15,"(16.666666666666668, 7.142857142857143)",16.666666666666668,7.142857142857143
128,Linked Key&Poly South.csv 16,"(11.11111111111111, 7.142857142857143)",11.11111111111111,7.142857142857143
129,Linked Key&Poly South.csv 17,"(6.666666666666667, 6.666666666666667)",6.666666666666667,6.666666666666667
130,Linked Key&Poly South.csv 18,"(25.0, 10.0)",25.0,10.0
131,Linked Key&Poly South.csv 19,"(14.285714285714286, 6.666666666666667)",14.285714285714286,6.666666666666667
132,Linked Key&Poly South.csv 20,"(6.666666666666667, 6.666666666666667)",6.666666666666667,6.666666666666667
133,Linked Key&Poly South.csv 21,"(12.5, 7.142857142857143)",12.5,7.142857142857143
134,Linked Key&Poly South.csv 22,"(14.285714285714286, 10.0)",14.285714285714286,10.0
135,Linked Key&Poly South.csv 23,"(25.0, 6.666666666666667)",25.0,6.666666666666667
136,Linked Key&Poly South.csv 24,"(9.090909090909092, 6.666666666666667)",9.090909090909092,6.666666666666667
137,Linked Key&Poly South.csv 25,"(16.666666666666668, 6.666666666666667)",16.666666666666668,6.666666666666667
138,part4.csv,"(12.5, 3.3333333333333335)",12.5,3.3333333333333335
139,poly central.csv 1,"(12.5, 12.5)",12.5,12.5
140,poly central.csv 2,"(33.333333333333336, 12.5)",33.333333333333336,12.5
141,poly central.csv 3,"(16.666666666666668, 10.0)",16.666666666666668,10.0
142,poly central.csv 4,"(25.0, 11.11111111111111)",25.0,11.11111111111111
143,poly central.csv 5,"(11.11111111111111, 11.11111111111111)",11.11111111111111,11.11111111111111
144,poly central.csv 6,"(11.11111111111111, 11.11111111111111)",11.11111111111111,11.11111111111111
145,poly central.csv 7,"(33.333333333333336, 33.333333333333336)",33.333333333333336,33.333333333333336
146,poly central.csv 8,"(25.0, 14.285714285714286)",25.0,14.285714285714286
147,poly central.csv 9,"(20.0, 11.11111111111111)",20.0,11.11111111111111
148,poly central.csv 10,"(33.333333333333336, 33.333333333333336)",33.333333333333336,33.333333333333336
149,poly central.csv 11,"(16.666666666666668, 10.0)",16.666666666666668,10.0
150,poly central.csv 12,"(33.333333333333336, 33.333333333333336)",33.333333333333336,33.333333333333336
151,poly central.csv 13,"(33.333333333333336, 33.333333333333336)",33.333333333333336,33.333333333333336
152,poly central.csv 14,"(14.285714285714286, 11.11111111111111)",14.285714285714286,11.11111111111111
153,poly central.csv 15,"(11.11111111111111, 11.11111111111111)",11.11111111111111,11.11111111111111
154,poly central.csv 16,"(14.285714285714286, 14.285714285714286)",14.285714285714286,14.285714285714286
155,poly central.csv 17,"(33.333333333333336, 33.333333333333336)",33.333333333333336,33.333333333333336
156,poly central.csv 18,"(11.11111111111111, 11.11111111111111)",11.11111111111111,11.11111111111111
157,poly central.csv 19,"(20.0, 10.0)",20.0,10.0
158,poly central.csv 20,"(16.666666666666668, 10.0)",16.666666666666668,10.0
159,poly central.csv 21,"(33.333333333333336, 33.333333333333336)",33.333333333333336,33.333333333333336
160,poly central.csv 22,"(16.666666666666668, 10.0)",16.666666666666668,10.0
161,poly central.csv 23,"(12.5, 12.5)",12.5,12.5
162,poly central.csv 24,"(20.0, 12.5)",20.0,12.5
163,poly central.csv 25,"(25.0, 10.0)",25.0,10.0
164,poly north.csv 1,"(16.666666666666668, 11.11111111111111)",16.666666666666668,11.11111111111111
165,poly north.csv 2,"(11.11111111111111, 11.11111111111111)",11.11111111111111,11.11111111111111
166,poly north.csv 3,"(11.11111111111111, 11.11111111111111)",11.11111111111111,11.11111111111111
167,poly north.csv 4,"(25.0, 10.0)",25.0,10.0
168,poly north.csv 5,"(16.666666666666668, 10.0)",16.666666666666668,10.0
169,poly north.csv 6,"(10.0, 10.0)",10.0,10.0
170,poly north.csv 7,"(20.0, 11.11111111111111)",20.0,11.11111111111111
171,poly north.csv 8,"(11.11111111111111, 11.11111111111111)",11.11111111111111,11.11111111111111
172,poly north.csv 9,"(25.0, 12.5)",25.0,12.5
173,poly north.csv 10,"(20.0, 11.11111111111111)",20.0,11.11111111111111
174,poly north.csv 11,"(16.666666666666668, 11.11111111111111)",16.666666666666668,11.11111111111111
175,poly north.csv 12,"(33.333333333333336, 20.0)",33.333333333333336,20.0
176,poly north.csv 13,"(20.0, 10.0)",20.0,10.0
177,poly north.csv 14,"(11.11111111111111, 11.11111111111111)",11.11111111111111,11.11111111111111
178,poly north.csv 15,"(33.333333333333336, 33.333333333333336)",33.333333333333336,33.333333333333336
179,poly north.csv 16,"(33.333333333333336, 33.333333333333336)",33.333333333333336,33.333333333333336
180,poly north.csv 17,"(16.666666666666668, 10.0)",16.666666666666668,10.0
181,poly north.csv 18,"(25.0, 10.0)",25.0,10.0
182,poly north.csv 19,"(16.666666666666668, 12.5)",16.666666666666668,12.5
183,poly north.csv 20,"(33.333333333333336, 10.0)",33.333333333333336,10.0
184,poly north.csv 21,"(33.333333333333336, 33.333333333333336)",33.333333333333336,33.333333333333336
185,poly north.csv 22,"(20.0, 14.285714285714286)",20.0,14.285714285714286
186,poly north.csv 23,"(33.333333333333336, 16.666666666666668)",33.333333333333336,16.666666666666668
187,poly north.csv 24,"(33.333333333333336, 33.333333333333336)",33.333333333333336,33.333333333333336
188,poly north.csv 25,"(11.11111111111111, 11.11111111111111)",11.11111111111111,11.11111111111111
189,poly south.csv 1,"(25.0, 10.0)",25.0,10.0
190,poly south.csv 2,"(33.333333333333336, 33.333333333333336)",33.333333333333336,33.333333333333336
191,poly south.csv 3,"(11.11111111111111, 11.11111111111111)",11.11111111111111,11.11111111111111
192,poly south.csv 4,"(33.333333333333336, 33.333333333333336)",33.333333333333336,33.333333333333336
193,poly south.csv 5,"(33.333333333333336, 33.333333333333336)",33.333333333333336,33.333333333333336
194,poly south.csv 6,"(11.11111111111111, 11.11111111111111)",11.11111111111111,11.11111111111111
195,poly south.csv 7,"(14.285714285714286, 14.285714285714286)",14.285714285714286,14.285714285714286
196,poly south.csv 8,"(16.666666666666668, 10.0)",16.666666666666668,10.0
197,poly south.csv 9,"(20.0, 10.0)",20.0,10.0
198,poly south.csv 10,"(20.0, 10.0)",20.0,10.0
199,poly south.csv 11,"(11.11111111111111, 11.11111111111111)",11.11111111111111,11.11111111111111
200,poly south.csv 12,"(11.11111111111111, 11.11111111111111)",11.11111111111111,11.11111111111111
201,poly south.csv 13,"(11.11111111111111, 11.11111111111111)",11.11111111111111,11.11111111111111
202,poly south.csv 14,"(33.333333333333336, 33.333333333333336)",33.333333333333336,33.333333333333336
203,poly south.csv 15,"(12.5, 12.5)",12.5,12.5
204,poly south.csv 16,"(25.0, 16.666666666666668)",25.0,16.666666666666668
205,poly south.csv 17,"(11.11111111111111, 11.11111111111111)",11.11111111111111,11.11111111111111
206,poly south.csv 18,"(33.333333333333336, 33.333333333333336)",33.333333333333336,33.333333333333336
207,poly south.csv 19,"(14.285714285714286, 11.11111111111111)",14.285714285714286,11.11111111111111
208,poly south.csv 20,"(33.333333333333336, 33.333333333333336)",33.333333333333336,33.333333333333336
209,poly south.csv 21,"(14.285714285714286, 10.0)",14.285714285714286,10.0
210,poly south.csv 22,"(33.333333333333336, 33.333333333333336)",33.333333333333336,33.333333333333336
211,poly south.csv 23,"(11.11111111111111, 11.11111111111111)",11.11111111111111,11.11111111111111
212,poly south.csv 24,"(11.11111111111111, 11.11111111111111)",11.11111111111111,11.11111111111111
213,poly south.csv 25,"(33.333333333333336, 33.333333333333336)",33.333333333333336,33.333333333333336
214,R2 H2.csv,"(2.6315789473684212, 0.5847953216374269)",2.6315789473684212,0.5847953216374269
215,R2 H3.csv,"(20.0, 5.555555555555555)",20.0,5.555555555555555
216,R3 H3.csv,"(3.8461538461538463, 0.8)",3.8461538461538463,0.8
217,R4 H3.csv,"(0.9900990099009901, 0.2949852507374631)",0.9900990099009901,0.2949852507374631
218,R5 H2.csv,"(14.285714285714286, 3.5714285714285716)",14.285714285714286,3.5714285714285716
219,Roller 1 analysis.csv,"(6.666666666666667, 1.0869565217391304)",6.666666666666667,1.0869565217391304
220,Roller 2 analysis.csv,"(7.6923076923076925, 1.6666666666666667)",7.6923076923076925,1.6666666666666667
221,Roller 3 analysis.csv,"(10.0, 2.6315789473684212)",10.0,2.6315789473684212
222,Roller 4 analysis.csv,"(10.0, 2.2222222222222223)",10.0,2.2222222222222223
223,Roller 5 analysis.csv,"(25.0, 14.285714285714286)",25.0,14.285714285714286
224,Roller 6 analysis.csv,"(14.285714285714286, 3.0303030303030303)",14.285714285714286,3.0303030303030303
225,Roller 7 analysis.csv,"(6.666666666666667, 1.1494252873563218)",6.666666666666667,1.1494252873563218
226,S1 H2.csv,"(20.0, 4.3478260869565215)",20.0,4.3478260869565215
227,S2 H2.csv,"(25.0, 6.666666666666667)",25.0,6.666666666666667
228,S3 H2.csv,"(10.0, 2.9411764705882355)",10.0,2.9411764705882355
229,S4 H2.csv,"(7.142857142857143, 2.5)",7.142857142857143,2.5
230,S5 H2.csv,"(6.666666666666667, 1.9607843137254901)",6.666666666666667,1.9607843137254901
