Depth/ms,Heave/m,Throw/ms
3062.6,5.35347,1.67707
3070.73,6.38756,1.42546
3084.9,5.2646,1.46255
3095.56,5.05152,0.68438
3115.37,5.44903,1.71107
3126.69,6.57541,3.56351
3146.15,4.66573,0.731776
3157.87,10.2474,4.52174
3172.7,15.626,4.40363
3183.36,8.32319,4.19503
3191.78,11.0989,5.52218
3200.69,4.72655,1.73774
3211.03,6.84232,3.94193
3222.25,7.12829,1.3981
3231.14,5.11809,2.36252
